row_number,word,meaning,gold,level,chunk1,chunk1_meaning,chunk2,chunk2_meaning,chunk3,chunk3_meaning,definition,definition_meaning,status,note,checked_at
6158,stolid,鈍重,32,C2,,,,,,,,,pending,stolid (adj),
6159,stomach,お腹、胃、胃袋,2,A2,,,,,,,,,pending,stomach n.,
6160,stone,核、石、礫,2,A2,,,,,,,,,pending,stone n.,
6161,stop,呼び止める、絞り、差し止める,1,A1,,,,,,,,,pending,"stop v., n.",
6162,stopgap,一夜造り、繋ぎ、穴埋め,32,C2,,,,,,,,,pending,stopgap (n),
6163,storage,囲い、格納、記憶,16,C1,,,,,,,,,pending,storage n.,
6164,store,囲う、仕舞う、書き込む,4,B1,,,,,,,,,pending,store v.,
6165,store,市肆、商、商家,1,A1,,,,,,,,,pending,store n.,
6166,storm,大降り、雨あられ、息巻く,2,A2,,,,,,,,,pending,"storm n., v.",
6167,story,階、講談、小説,1,A1,,,,,,,,,pending,story n.,
6168,stove,暖炉、窯、ストーブ,2,A2,,,,,,,,,pending,stove n.,
6169,stowaway,密航者,32,C2,,,,,,,,,pending,stowaway (n),
6170,straight,直、真っ直ぐ、真直ぐ,2,A2,,,,,,,,,pending,"straight adv., adj.",
6171,straightforward,明白、正直、単純,16,C1,,,,,,,,,pending,straightforward adj.,
6172,strain,過労、株、筋違い,16,C1,,,,,,,,,pending,strain n.,
6173,strand,一糸、織り糸、より線,16,C1,,,,,,,,,pending,strand n.,
6174,strange,異様、乙、可笑しい,2,A2,,,,,,,,,pending,strange adj.,
6175,stranger,異邦人、潜り、他国者,4,B1,,,,,,,,,pending,stranger n.,
6176,stratagem,軍配、計略、権謀,32,C2,,,,,,,,,pending,stratagem (n),
6177,strategic,戦略的、軍事上、作戦上,16,C1,,,,,,,,,pending,strategic adj.,
6178,strategist,軍師、兵家、兵学者,32,C2,,,,,,,,,pending,strategist (n),
6179,strategy,軍学、軍法、軍略,2,A2,,,,,,,,,pending,strategy n.,
6180,stratification,層別、層化、成層,32,C2,,,,,,,,,pending,stratification (n),
6181,stratum,階層、層、地層,32,C2,,,,,,,,,pending,stratum (n),
6182,stream,河水、小川、川,8,B2,,,,,,,,,pending,stream n.,
6183,street,往来、街、街頭,1,A1,,,,,,,,,pending,street n.,
6184,strength,英気、強さ、強弱,4,B1,,,,,,,,,pending,strength n.,
6185,strengthen,強める、固める、伸ばす,8,B2,,,,,,,,,pending,strengthen v.,
6186,stress,強調、力説、強圧,2,A2,,,,,,,,,pending,"stress n., v.",
6187,stretch,延べる、差し伸べる、伸す,8,B2,,,,,,,,,pending,"stretch v., n.",
6188,strict,喧しい、窮屈、堅苦しい,8,B2,,,,,,,,,pending,strict adj.,
6189,strictly,厳に、厳として、厳,8,B2,,,,,,,,,pending,strictly adv.,
6190,stricture,狭窄,32,C2,,,,,,,,,pending,stricture (n),
6191,strident,きんきん,32,C2,,,,,,,,,pending,strident (adj),
6192,strife,修羅、争い、争闘,32,C2,,,,,,,,,pending,strife (n),
6193,strike,打ち付ける、引っ叩く、殴り付ける,8,B2,,,,,,,,,pending,"strike v., n.",
6194,striking,印象的、奇抜、顕著,16,C1,,,,,,,,,pending,striking adj.,
6195,string,一糸、筋、糸,4,B1,,,,,,,,,pending,string n.,
6196,stringency,逼迫,32,C2,,,,,,,,,pending,stringency (n),
6197,stringent,厳重、酷,32,C2,,,,,,,,,pending,stringent (adj),
6198,strip,はぎ取る、ひん剥く、扱く,16,C1,,,,,,,,,pending,strip (remove clothes/a layer) v.,
6199,strip,細片、条片、切れ,16,C1,,,,,,,,,pending,strip (long narrow piece) n.,
6200,strive,努める、励む、足掻く,16,C1,,,,,,,,,pending,strive v.,
6201,stroke,一打、一打ち、画,8,B2,,,,,,,,,pending,stroke n.,
6202,strong,頑強、頑丈、強い,1,A1,,,,,,,,,pending,strong adj.,
6203,stronghold,牙城、堅陣、堅塁,32,C2,,,,,,,,,pending,stronghold (n),
6204,strongly,芬々、陣々、頻りに,4,B1,,,,,,,,,pending,strongly adv.,
6205,structural,構造的,16,C1,,,,,,,,,pending,structural adj.,
6206,structure,規模、建造物、工作物,2,A2,,,,,,,,,pending,structure n.,
6207,structure,構成、組織、仕組み,8,B2,,,,,,,,,pending,structure v.,
6208,struggle,藻掻く、苦戦、争奪,8,B2,,,,,,,,,pending,"struggle v., n.",
6209,student,学究、学習者、学生,1,A1,,,,,,,,,pending,student n.,
6210,studio,工房、制作室、画房,4,B1,,,,,,,,,pending,studio n.,
6211,study,遣る、学ぶ、学習,1,A1,,,,,,,,,pending,"study n., v.",
6212,stuff,詰め込む、突っ込む、埋める,8,B2,,,,,,,,,pending,stuff v.,
6213,stuff,代物、物、球威,4,B1,,,,,,,,,pending,stuff n.,
6214,stumble,躓く、閊える、淀む,16,C1,,,,,,,,,pending,stumble v.,
6215,stun,気絶させる、スタン,16,C1,,,,,,,,,pending,stun v.,
6216,stunning,圧巻、目の覚めるよう,8,B2,,,,,,,,,pending,stunning adj.,
6217,stupid,詰らない、迂闊、温い,2,A2,,,,,,,,,pending,stupid adj.,
6218,stupor,昏迷、喪神、茫然自失,32,C2,,,,,,,,,pending,stupor (n),
6219,style,格、格調、型,1,A1,,,,,,,,,pending,style n.,
6220,subconscious,潜在意識、意識下,32,C2,,,,,,,,,pending,subconscious (n),
6221,subdue,押し殺す、屈する、治める,32,C2,,,,,,,,,pending,subdue (v),
6222,subject,課題、画題、教科,1,A1,,,,,,,,,pending,subject n.,
6223,subject,課題、画題、教科,8,B2,,,,,,,,,pending,subject adj.,
6224,subjugate,従える、平らげる、征く,32,C2,,,,,,,,,pending,subjugate (v),
6225,sublime,気高い、崇高、壮絶,32,C2,,,,,,,,,pending,sublime (adj),
6226,submission,往生、帰順、恭順,16,C1,,,,,,,,,pending,submission n.,
6227,submit,回す、願い出る、供する,8,B2,,,,,,,,,pending,submit v.,
6228,subordinate,従的、隷属的、従属的,32,C2,,,,,,,,,pending,subordinate (adj / n),
6229,subordination,従属、他律、隷属,32,C2,,,,,,,,,pending,subordination (n),
6230,subpoena,召喚、召喚状、証人喚問,32,C2,,,,,,,,,pending,subpoena (n),
6231,subscriber,愛読者、加入者、予約者,16,C1,,,,,,,,,pending,subscriber n.,
6232,subscription,応募、加入、出捐,16,C1,,,,,,,,,pending,subscription n.,
6233,subsequent,次,8,B2,,,,,,,,,pending,subsequent adj.,
6234,subsequently,事前後、次いで、後に,8,B2,,,,,,,,,pending,subsequently adv.,
6235,subservience,屈従,32,C2,,,,,,,,,pending,subservience (n),
6236,subsidy,下付金、交付金、控除,16,C1,,,,,,,,,pending,subsidy n.,
6237,subsistence,糊口、渡世、存立,32,C2,,,,,,,,,pending,subsistence (n),
6238,substance,剤、実、実質,4,B1,,,,,,,,,pending,substance n.,
6239,substantial,具体的、実質的、相当,16,C1,,,,,,,,,pending,substantial adj.,
6240,substantially,多分に、どっしり、具体的,16,C1,,,,,,,,,pending,substantially adv.,
6241,substantiate,裏付ける、証拠だてる,32,C2,,,,,,,,,pending,substantiate (v),
6242,substantiation,実証、立証、裏付け,32,C2,,,,,,,,,pending,substantiation (n),
6243,substitute,移す、すり替える、取り替える,16,C1,,,,,,,,,pending,"substitute n., v.",
6244,substitution,交換、身代わり、代,16,C1,,,,,,,,,pending,substitution n.,
6245,subterfuge,遁辞、言い逃れ,32,C2,,,,,,,,,pending,subterfuge (n),
6246,subtle,機微、精緻、繊細,16,C1,,,,,,,,,pending,subtle adj.,
6247,subtlety,小味,32,C2,,,,,,,,,pending,subtlety (n),
6248,suburb,郊外,8,B2,,,,,,,,,pending,suburb n.,
6249,suburban,郊外の,16,C1,,,,,,,,,pending,suburban adj.,
6250,subversion,国家転覆,32,C2,,,,,,,,,pending,subversion (n),
6251,subversive,破壊分子,32,C2,,,,,,,,,pending,subversive (adj),
6252,subvert,転覆させる、損なう,32,C2,,,,,,,,,pending,subvert (v),
6253,subway,地下、地下鉄、サブウェイ,2,A2,,,,,,,,,pending,subway n.,
6254,succeed,継ぐ、受ける、受け継ぐ,2,A2,,,,,,,,,pending,succeed v.,
6255,success,一花、効、合格,1,A1,,,,,,,,,pending,success n.,
6256,successful,佳良、効果的、上手い,2,A2,,,,,,,,,pending,successful adj.,
6257,successfully,上手く、無事、無事に,4,B1,,,,,,,,,pending,successfully adv.,
6258,succession,系列、継承、後継,16,C1,,,,,,,,,pending,succession n.,
6259,successive,続けざま、連続的、累次,16,C1,,,,,,,,,pending,successive adj.,
6260,successor,家督、継嗣、継承者,16,C1,,,,,,,,,pending,successor n.,
6261,succinct,簡潔,32,C2,,,,,,,,,pending,succinct (adj),
6262,succumb,負ける、誘惑に負ける,32,C2,,,,,,,,,pending,succumb (v),
6263,such,こう言う、そう言う、斯様,2,A2,,,,,,,,,pending,such det./pron.,
6264,suck,吸う、舐める、しゃぶる,16,C1,,,,,,,,,pending,suck v.,
6265,sudden,闇雲、急、急激,4,B1,,,,,,,,,pending,sudden adj.,
6266,suddenly,突然、卒然、忽然,2,A2,,,,,,,,,pending,suddenly adv.,
6267,sue,訴える、訴人,16,C1,,,,,,,,,pending,sue v.,
6268,suffer,喫する、苦しむ、苦になる,4,B1,,,,,,,,,pending,suffer v.,
6269,suffering,苦しみ、苦難、苦悩,8,B2,,,,,,,,,pending,suffering n.,
6270,sufficiency,充足,32,C2,,,,,,,,,pending,sufficiency (n),
6271,sufficient,結構、十分、沢山,8,B2,,,,,,,,,pending,sufficient adj.,
6272,sufficiently,十分、碌に、確り,8,B2,,,,,,,,,pending,sufficiently adv.,
6273,suffrage,参政権、選挙権、被選挙権,32,C2,,,,,,,,,pending,suffrage (n),
6274,suffragette,サフラジェット,32,C2,,,,,,,,,pending,suffragette (n),
6275,sugar,砂糖、糖、青酢,1,A1,,,,,,,,,pending,sugar n.,
6276,suggest,言い出す、申し出る、申し入れる,2,A2,,,,,,,,,pending,suggest v.,
6277,suggestion,お勧め、暗示、案,2,A2,,,,,,,,,pending,suggestion n.,
6278,suicide,自殺、自害、自尽,16,C1,,,,,,,,,pending,suicide n.,
6279,suit,一重ね、一揃い、一揃え,2,A2,,,,,,,,,pending,suit n.,
6280,suit,叶う、合う、似合う,4,B1,,,,,,,,,pending,suit v.,
6281,suitable,好適、似合わしい、手ごろ,4,B1,,,,,,,,,pending,suitable adj.,
6282,suite,供回り、組曲、一組,16,C1,,,,,,,,,pending,suite n.,
6283,sullen,渋い、難しい、冴えない,32,C2,,,,,,,,,pending,sullen (adj),
6284,sum,総計、通算、締める,8,B2,,,,,,,,,pending,"sum n., v.",
6285,summarize,括る、纏める、摘む,4,B1,,,,,,,,,pending,summarize v.,
6286,summary,一覧、概括、概要,4,B1,,,,,,,,,pending,summary n.,
6287,summation,総和、小括,32,C2,,,,,,,,,pending,summation (n),
6288,summer,夏、九夏、春夏秋冬,1,A1,,,,,,,,,pending,summer n.,
6289,summit,山の頂、山頂、上,16,C1,,,,,,,,,pending,summit n.,
6290,summons,喚問、勾引状、口,32,C2,,,,,,,,,pending,summons (n),
6291,sumptuous,豪奢、豪勢、ゴージャス,32,C2,,,,,,,,,pending,sumptuous (adj),
6292,sun,お日様、太陽、天道様,1,A1,,,,,,,,,pending,sun n.,
6293,Sunday,日曜、日曜日、日,1,A1,,,,,,,,,pending,Sunday n.,
6294,super,目茶苦茶、超がつく、超高,8,B2,,,,,,,,,pending,super adj.,
6295,superb,圧巻、見事、秀逸,16,C1,,,,,,,,,pending,superb adj.,
6296,superficial,安価、軽薄、上滑り,32,C2,,,,,,,,,pending,superficial (adj),
6297,superfluous,余計,32,C2,,,,,,,,,pending,superfluous (adj),
6298,superintendent,監督、監督者、管理者,16,C1,,,,,,,,,pending,superintendent n.,
6299,superior,上等、優秀、優良,16,C1,,,,,,,,,pending,superior adj.,
6300,supermarket,スーパー、スーパーマーケット,1,A1,,,,,,,,,pending,supermarket n.,
6301,supersede,取って代わる,32,C2,,,,,,,,,pending,supersede (v),
6302,superstition,迷信、御幣担ぎ、ゲン担ぎ,32,C2,,,,,,,,,pending,superstition (n),
6303,supervise,取り締まる、検する、督する,16,C1,,,,,,,,,pending,supervise v.,
6304,supervision,監視、監修、監督,16,C1,,,,,,,,,pending,supervision n.,
6305,supervisor,監督、監督者、管理者,16,C1,,,,,,,,,pending,supervisor n.,
6306,supine,仰向けの、消極的な,32,C2,,,,,,,,,pending,supine (adj),
6307,supplant,取って代わる,32,C2,,,,,,,,,pending,supplant (v),
6308,supple,曲げ易い、嫋か、柔らかい,32,C2,,,,,,,,,pending,supple (adj),
6309,supplement,加算、追加、付記,16,C1,,,,,,,,,pending,"supplement n., v.",
6310,supply,引く、給与、供する,4,B1,,,,,,,,,pending,"supply n., v.",
6311,support,援助、応援、過ごす,2,A2,,,,,,,,,pending,"support v., n.",
6312,supporter,後ろ盾、支援者、支持者,4,B1,,,,,,,,,pending,supporter n.,
6313,supportive,補佐的,16,C1,,,,,,,,,pending,supportive adj.,
6314,suppose,見受ける、思う、物とする,2,A2,,,,,,,,,pending,suppose v.,
6315,supposedly,おそらく、〜とされている,16,C1,,,,,,,,,pending,supposedly adv.,
6316,suppress,飲む、押さえ込む、禁ずる,16,C1,,,,,,,,,pending,suppress v.,
6317,supremacist,至上主義者,32,C2,,,,,,,,,pending,supremacist (n),
6318,supremacy,至高、至上、主権,32,C2,,,,,,,,,pending,supremacy (n),
6319,supreme,最高、至高、シュプリーム,16,C1,,,,,,,,,pending,supreme adj.,
6320,sure,確実、承知の助、定か,2,A2,,,,,,,,,pending,sure adv.,
6321,sure,確実、定か、必然,1,A1,,,,,,,,,pending,sure adj.,
6322,surely,屹度、確かに、正しく,4,B1,,,,,,,,,pending,surely adv.,
6323,surface,上、上っ側、上っ面,4,B1,,,,,,,,,pending,surface n.,
6324,surfeit,飽満、食傷,32,C2,,,,,,,,,pending,surfeit (n),
6325,surge,渦巻く、急増、急騰,16,C1,,,,,,,,,pending,"surge n., v.",
6326,surgeon,外科医、執刀医、サージャン,8,B2,,,,,,,,,pending,surgeon n.,
6327,surgery,外科、外科学、手術,8,B2,,,,,,,,,pending,surgery n.,
6328,surgical,外科の,16,C1,,,,,,,,,pending,surgical adj.,
6329,surmise,窺う、汲み取る、推す,32,C2,,,,,,,,,pending,surmise (v),
6330,surmount,乗り越える、潜る,32,C2,,,,,,,,,pending,surmount (v),
6331,surpass,越す、過ぎる、秀でる,32,C2,,,,,,,,,pending,surpass (v),
6332,surplus,過剰、過多、黒字,16,C1,,,,,,,,,pending,surplus n.,
6333,surprise,一驚、吃驚、驚かす,2,A2,,,,,,,,,pending,"surprise n., v.",
6334,surprised,驚いた,2,A2,,,,,,,,,pending,surprised adj.,
6335,surprising,案外、意外、恐ろしい,2,A2,,,,,,,,,pending,surprising adj.,
6336,surrender,下る、陥る、陥落,16,C1,,,,,,,,,pending,surrender v.,
6337,surreptitious,密か、密やか,32,C2,,,,,,,,,pending,surreptitious (adj),
6338,surrogate,代理の、代理人,32,C2,,,,,,,,,pending,surrogate (n),
6339,surround,囲う、囲む、取り囲む,8,B2,,,,,,,,,pending,surround v.,
6340,surrounding,囲繞、包囲、囲う,8,B2,,,,,,,,,pending,surrounding adj.,
6341,surveillance,監視、ウォッチドッグ、サーベイランス,16,C1,,,,,,,,,pending,surveillance n.,
6342,survey,観察、観測、見回す,8,B2,,,,,,,,,pending,survey v.,
6343,survey,観察、観測、実測,2,A2,,,,,,,,,pending,survey n.,
6344,survival,残存、生残、生存,8,B2,,,,,,,,,pending,survival n.,
6345,survive,持つ、助かる、乗り切る,4,B1,,,,,,,,,pending,survive v.,
6346,survivor,生存者、残存者、生き残り,8,B2,,,,,,,,,pending,survivor n.,
6347,susceptibility,感受性、感受,32,C2,,,,,,,,,pending,susceptibility (n),
6348,susceptible,敏感、多感、感じやすい,32,C2,,,,,,,,,pending,susceptible (adj),
6349,suspect,怪しむ、勘ぐる、感づく,8,B2,,,,,,,,,pending,"suspect v., n.",
6350,suspend,ぶら下げる、下げる、掛ける,8,B2,,,,,,,,,pending,suspend v.,
6351,suspension,運休、休み、懸垂,16,C1,,,,,,,,,pending,suspension n.,
6352,suspicion,疑、疑い、疑り,16,C1,,,,,,,,,pending,suspicion n.,
6353,suspicious,如何わしい、暗い、可笑しい,16,C1,,,,,,,,,pending,suspicious adj.,
6354,sustain,支える、受ける、被る,16,C1,,,,,,,,,pending,sustain v.,
6355,sustainable,持続的、持続可能、サステナブル,8,B2,,,,,,,,,pending,sustainable adj.,
6356,sustenance,糧,32,C2,,,,,,,,,pending,sustenance (n),
6357,swallow,飲み下す、飲む、飲み込む,8,B2,,,,,,,,,pending,swallow v.,
6358,swathe,包む、帯状の部分,32,C2,,,,,,,,,pending,swathe (n),
6359,swear,契る、固める、誓う,8,B2,,,,,,,,,pending,swear v.,
6360,sweater,セーター,1,A1,,,,,,,,,pending,sweater n.,
6361,sweep,渦巻く、洗う、掃く,8,B2,,,,,,,,,pending,sweep v.,
6362,sweet,可愛らしい、可憐、甘い,2,A2,,,,,,,,,pending,"sweet adj., n.",
6363,swim,ひと泳ぎ、泳ぐ,4,B1,,,,,,,,,pending,swim n.,
6364,swim,泳ぐ、ひと泳ぎ,1,A1,,,,,,,,,pending,swim v.,
6365,swimming,水泳、泳ぎ、遊泳,1,A1,,,,,,,,,pending,swimming n.,
6366,swindle,詐欺、詐取、如何様,32,C2,,,,,,,,,pending,swindle (n),
6367,swing,ぶら下がる、ぶら下げる、振り回す,16,C1,,,,,,,,,pending,"swing v., n.",
6368,switch,すり替える、切り替わる、転向,4,B1,,,,,,,,,pending,switch v.,
6369,switch,転向、点滅器、入れ毛,8,B2,,,,,,,,,pending,switch n.,
6370,sword,一刀、剣、刃,16,C1,,,,,,,,,pending,sword n.,
6371,sycophancy,甘言、色目、追従,32,C2,,,,,,,,,pending,sycophancy (n),
6372,sycophant,太鼓持ち、胡麻すり、茶坊主,32,C2,,,,,,,,,pending,sycophant (n),
6373,sycophantic,三損友、損者三友,32,C2,,,,,,,,,pending,sycophantic (adj),
6374,syllabus,要目、授業計画、講義摘要,32,C2,,,,,,,,,pending,syllabus (n),
6375,symbiosis,共生、相利共生,32,C2,,,,,,,,,pending,symbiosis (n),
6376,symbol,印、記号、象徴,2,A2,,,,,,,,,pending,symbol n.,
6377,symbolic,象徴的、シンボリック、申し訳程度,16,C1,,,,,,,,,pending,symbolic adj.,
6378,symbolism,寓意、象徴主義、サンボリスム,32,C2,,,,,,,,,pending,symbolism (n),
6379,sympathetic,粋、情に厚い、シンパセティック,8,B2,,,,,,,,,pending,sympathetic adj.,
6380,sympathy,哀悼、意気投合、感応,8,B2,,,,,,,,,pending,sympathy n.,
6381,symposium,座談会、談話会、シンポ,32,C2,,,,,,,,,pending,symposium (n),
6382,symptom,病徴、兆候、徴,4,B1,,,,,,,,,pending,symptom n.,
6383,syndicate,企業連合、シンジケート,32,C2,,,,,,,,,pending,syndicate (n),
6384,syndrome,症候群、シンドローム,16,C1,,,,,,,,,pending,syndrome n.,
6385,synergy,相乗効果、シナジー,32,C2,,,,,,,,,pending,synergy (n),
6386,synopsis,解題、概要、筋書き,32,C2,,,,,,,,,pending,synopsis (n),
6387,synthesis,合成、統合、総合,16,C1,,,,,,,,,pending,synthesis n.,
6388,system,機関、筋道、筋目,2,A2,,,,,,,,,pending,system n.,
6389,systematic,規則正しい、規則的、系統的,16,C1,,,,,,,,,pending,systematic adj.,
6390,table,一覧、一覧表、場,1,A1,,,,,,,,,pending,table n.,
6391,tableau,タブロー,32,C2,,,,,,,,,pending,tableau (n),
6392,tablet,錠剤、錠、タブレット,2,A2,,,,,,,,,pending,tablet n.,
6393,tabloid,小型新聞、タブロイド紙、タブロイド,32,C2,,,,,,,,,pending,tabloid (n),
6394,taboo,忌み、禁忌、禁物,32,C2,,,,,,,,,pending,taboo (n),
6395,tacit,暗黙,32,C2,,,,,,,,,pending,tacit (adj),
6396,taciturn,寡黙、口が重い、口数が少ない,32,C2,,,,,,,,,pending,taciturn (adj),
6397,tackle,滑車、索具、タックル,16,C1,,,,,,,,,pending,tackle n.,
6398,tackle,取り組む、挑む、取っ組む,8,B2,,,,,,,,,pending,tackle v.,
6399,tact,遠慮、機転、巧者,32,C2,,,,,,,,,pending,tact (n),
6400,tactic,策略、作略、タクティック,16,C1,,,,,,,,,pending,tactic n.,
6401,tactical,戦術上の,16,C1,,,,,,,,,pending,tactical adj.,
6402,tactician,軍師、策士、兵家,32,C2,,,,,,,,,pending,tactician (n),
6403,tag,下げ札、荷札、鬼ごっこ,8,B2,,,,,,,,,pending,tag n.,
6404,tail,尻尾、尾、尾行,4,B1,,,,,,,,,pending,tail n.,
6405,taint,汚す、汚点,32,C2,,,,,,,,,pending,taint (n),
6406,take,飲む、懐く、掛かる,1,A1,,,,,,,,,pending,take v.,
6407,tale,説話、物語、話,8,B2,,,,,,,,,pending,tale n.,
6408,talent,器物、器量、技量,4,B1,,,,,,,,,pending,talent n.,
